name,online_order,rate,votes,location,cuisines,approx_cost(for two people),Cluster
Potful,Yes,3.8,834,Sarjapur Road,"Biryani, Kebab, Rolls, Mughlai",650.0,2
Sangam Sweets,Yes,3.9,148,HSR,"Mithai, Street Food",200.0,2
SR Biriyani Palace,No,3.3,8,HSR,Andhra,300.0,0
The Paratha Company,Yes,4.3,287,Koramangala 4th Block,North Indian,400.0,2
Juicemaker,No,3.7,68,HSR,"Beverages, Fast Food",400.0,2
KFC,Yes,3.6,621,HSR,"Burger, Fast Food",400.0,2
Indiana Burgers,Yes,3.3,17,HSR,Burger,300.0,0
AM's Cafe Recreate,Yes,3.3,8,BTM,"Chinese, North Indian",250.0,0
New Punjabi Dhaba,Yes,3.9,783,HSR,"North Indian, Chinese",300.0,2
Mani's Dum Biryani,Yes,4.0,897,Bellandur,"Biryani, Kebab",750.0,2
99 Variety Dosa and Pav Bhaji,Yes,4.0,101,HSR,"South Indian, North Indian, Street Food",250.0,2
Kia's Kitchen,Yes,3.5,12,HSR,"North Indian, Chinese",600.0,0
Tea Villa Cafe,Yes,4.2,859,HSR,"Cafe, Tea, Continental, Mediterranean, Italian, Desserts, Beverages",800.0,2
Nagas,Yes,2.9,7,HSR,"Andhra, Hyderabadi, North Indian",300.0,0
The Mylapore Cafe,Yes,4.1,119,HSR,"South Indian, Kerala",200.0,2
Just Shawarma,Yes,3.9,78,HSR,Arabian,300.0,2
Zero Mile Punjab,Yes,4.1,1339,HSR,"North Indian, Mughlai",800.0,2
Cake Town Cafe,Yes,3.9,75,Bellandur,"Bakery, Desserts",500.0,2
La Casa Brewery And Kitchen,Yes,4.4,1401,Sarjapur Road,"Finger Food, Continental, Seafood",1500.0,1
Lucknowi Dabba,Yes,3.7,21,Koramangala 1st Block,"Mughlai, Chinese, North Indian",300.0,2
Chai World,Yes,3.5,18,Sarjapur Road,"Tea, Beverages, Sandwich, Fast Food",300.0,0
Poha On Wheels,Yes,3.5,9,Sarjapur Road,Fast Food,100.0,0
Hoot,Yes,4.2,7221,Sarjapur Road,"Continental, Italian, North Indian",1400.0,3
Bihar Ki Shan,Yes,3.8,347,HSR,North Indian,300.0,2
Stoner,Yes,4.3,561,Sarjapur Road,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500.0,2
Nandhanam Restaurant,Yes,3.7,7,HSR,"South Indian, Kerala",300.0,2
DS Juice CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Grill,Yes,3.2,67,HSR,"Fast Food, Juices, Chinese",200.0,0
CakeBox,Yes,3.5,18,HSR,"Bakery, Desserts",400.0,0
The Tandoori Chai,Yes,3.9,60,HSR,"North Indian, Fast Food, Street Food, Beverages",400.0,2
Juiced Burger,Yes,3.5,5,South Bangalore,Burger,750.0,0
Al Khansah,Yes,3.9,372,Bellandur,"Biryani, Mughlai, Chinese, North Indian, Kebab",550.0,2
Hotel Salam,Yes,4.1,128,HSR,"North Indian, Chinese, Biryani",400.0,2
Kachori Kafe,Yes,3.1,570,HSR,"Street Food, Mithai, Desserts, North Indian",300.0,0
Hotel Junior Kuppanna,Yes,3.1,266,HSR,"Chettinad, South Indian",550.0,0
The Fisherman's Wharf,Yes,4.4,4108,Sarjapur Road,"Seafood, Goan, North Indian, Continental, Asian",1400.0,4
Udupi Ruchi,Yes,3.8,241,Bellandur,"South Indian, North Indian, Chinese, Street Food",200.0,2
New Mangalore Lunch Home,Yes,3.7,36,Koramangala 1st Block,"Mangalorean, Chinese, North Indian",300.0,2
Mughal Treat,Yes,4.0,434,HSR,"North Indian, Chinese, Mughlai",600.0,2
Thanco's Natural Ice Cream,Yes,3.9,100,HSR,"Ice Cream, Desserts",450.0,2
Shanghai Bistro,Yes,4.1,248,Sarjapur Road,"Chinese, Thai, Vietnamese",800.0,2
Andhra Vilaas,Yes,3.7,52,Sarjapur Road,"Andhra, North Indian, Biryani",350.0,2
Lassi Shack,Yes,3.7,35,Sarjapur Road,"Beverages, Ice Cream",200.0,2
Szechuan Dragon,Yes,3.9,181,HSR,"Chinese, Thai, Momos",600.0,2
Desi Flavours,Yes,3.9,121,Koramangala 1st Block,"North Indian, Chinese, Biryani",400.0,2
Waffle Talesz,Yes,3.7,25,Sarjapur Road,Desserts,200.0,2
Suryawanshi,Yes,4.5,125,Sarjapur Road,"Maharashtrian, Seafood",700.0,2
Kanti Sweets,Yes,4.0,154,Bellandur,"Mithai, Street Food",400.0,2
Hotel Manu,Yes,3.9,340,HSR,"South Indian, Kerala, Chinese, North Indian",400.0,2
Daniyal's,Yes,3.6,6,Sarjapur Road,"North Indian, Biryani, Mughlai, Kebab",800.0,2
The Irish House,Yes,4.2,807,Bellandur,"European, American",1700.0,1
Delhite Food,Yes,3.5,6,Bellandur,North Indian,300.0,0
OPUS Club,No,4.5,1506,Sarjapur Road,"Continental, Italian, North Indian, Mexican",1900.0,1
Happy Endings,Yes,4.3,492,Bellandur,"Bakery, Desserts, Italian",500.0,2
Sri Dalma,Yes,3.8,77,HSR,"Oriya, Bengali",350.0,2
Pabrai's Fresh & Naturelle Icecreams,Yes,4.3,324,HSR,"Ice Cream, Desserts",180.0,2
EggFactor - Street House,Yes,4.1,61,HSR,Fast Food,200.0,2
Nasi And Mee,Yes,4.4,2389,Koramangala 4th Block,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos",1000.0,4
Shree Saraswathi Sweets Centre,Yes,3.6,18,Koramangala 1st Block,"Mithai, Street Food",100.0,2
Appam & Curry,Yes,3.8,18,Koramangala 1st Block,"Kerala, South Indian",200.0,2
154 Breakfast Club,Yes,4.0,1510,Koramangala 3rd Block,"Cafe, Continental",900.0,4
Juice Junction,Yes,3.7,17,HSR,"Juices, Fast Food",200.0,2
Egg Star,Yes,3.6,19,HSR,"Healthy Food, Sandwich",300.0,2
D Fusion,Yes,3.5,9,Bommanahalli,"Fast Food, Chinese",400.0,0
Tharavadu,Yes,3.8,83,HSR,"Chinese, North Indian, Kerala",400.0,2
nu.tree,Yes,4.4,280,Sarjapur Road,"North Indian, Healthy Food, Beverages",400.0,2
Corner House Ice Cream,Yes,4.5,206,HSR,"Ice Cream, Desserts",400.0,2
Savoury - Sea Shell Restaurant,Yes,3.9,467,BTM,"Arabian, North Indian, Chinese, Fast Food",550.0,2
New Udupi Grand,Yes,3.7,36,HSR,"South Indian, North Indian, Chinese, Street Food",250.0,2
Shree Muthahalli Veg,Yes,4.1,841,HSR,"South Indian, North Indian, Chinese, Juices, Ice Cream",300.0,2
Biriyani Zone,Yes,3.9,668,HSR,"Biryani, North Indian, Chinese, Seafood",800.0,2
Pepperwood 2,Yes,3.1,36,Sarjapur Road,"Biryani, Rolls",300.0,0
Mandya Gowdru Donne Biriyani,Yes,3.9,281,HSR,"Biryani, South Indian",350.0,2
Davanagere Benne Dose,Yes,3.9,106,HSR,South Indian,150.0,2
Dakshin Flavors,Yes,3.0,206,HSR,"South Indian, North Indian",600.0,0
AKSHAYA BIRYANI,Yes,3.6,20,Sarjapur Road,"Biryani, North Indian",300.0,2
Sintales,Yes,3.6,44,Sarjapur Road,"Cafe, Continental, Pizza, Burger, Beverages",600.0,2
Cupcake Bliss,Yes,3.3,5,HSR,Bakery,250.0,0
Rang De Basanthi,Yes,3.7,434,Koramangala 4th Block,"North Indian, South Indian, Chinese",400.0,2
Cafe Terra,Yes,4.1,778,Koramangala 1st Block,"Cafe, Continental",700.0,2
Kanua,Yes,4.4,893,Sarjapur Road,"Konkan, Mangalorean, Seafood",1400.0,1
Dhaba Shaba,Yes,3.2,61,Sarjapur Road,"North Indian, Fast Food",250.0,0
Ice N Fries Cafe,Yes,3.8,44,Sarjapur Road,"Ice Cream, Fast Food, Burger, Pizza, Sandwich, Desserts, Beverages",200.0,2
Occasions,Yes,4.3,189,Koramangala 4th Block,"Bakery, Desserts",400.0,2
Tawa Ghar Ka,Yes,3.8,331,HSR,North Indian,350.0,2
Sardarji Ka Dhaba,Yes,4.0,754,Hosur Road,North Indian,250.0,2
Tapout Tavern,Yes,4.1,326,Sarjapur Road,"American, Asian, Continental, North Indian, South Indian, Chinese",1200.0,1
Zeeshan,Yes,2.6,156,Sarjapur Road,"North Indian, Kebab, Biryani, Rolls",700.0,0
Ruh,Yes,4.1,3030,Bellandur,"North Indian, Mughlai, Mediterranean, Iranian",1000.0,4
As On Fire,Yes,3.8,174,HSR,"Pizza, Fast Food, BBQ",400.0,2
Sri Krishna Kitchen,Yes,3.6,23,Bellandur,"North Indian, Chinese",350.0,2
Makers of Milkshakes,Yes,3.9,39,HSR,Beverages,300.0,2
Hotel Tanish,Yes,3.7,15,HSR,South Indian,250.0,2
Rock View Family Restaurant,Yes,3.3,8,HSR,"North Indian, Chinese",700.0,0
OMY Grill,Yes,3.8,34,HSR,"Biryani, Rolls, Fast Food",300.0,2
Freshies Gourmet Salads,Yes,3.7,17,HSR,"Salad, Healthy Food",350.0,2
Dinemaster Gogo's,Yes,3.4,5,Hosur Road,"Chinese, Rolls, Beverages",300.0,0
Smally's Resto Cafe,Yes,4.0,128,HSR,"Cafe, Italian, Burger, American, Steak",650.0,2
Kawaii,Yes,3.8,140,HSR,"Desserts, Ice Cream",500.0,2
Amour Fine Patisserie,Yes,4.0,82,HSR,"Cafe, Desserts, Continental",500.0,2
Kitchen On Table,Yes,4.3,790,HSR,"BBQ, Chinese, Japanese, Asian",1000.0,1
Khai Khai,Yes,3.9,50,HSR,Bengali,450.0,2
Shake It Off,Yes,4.0,60,Bellandur,"Beverages, Fast Food",600.0,2
Yummy Tummy,Yes,3.0,111,Bellandur,"Rolls, North Indian, Chinese, Biryani",400.0,0
Cafe Thulp,Yes,4.0,344,Bellandur,"Cafe, Burger, Italian, Salad",1000.0,2
NutBerry,Yes,3.7,34,HSR,"Beverages, Desserts, Fast Food",150.0,2
Third Wave Coffee Roasters,Yes,4.2,140,HSR,"Cafe, Continental",800.0,2
Kumarakom,Yes,3.8,1166,HSR,"Kerala, Seafood, South Indian, North Indian, Chinese",600.0,2
Parika Multicuisine & Coastal Fine Dine,Yes,3.9,601,HSR,"Mangalorean, Seafood, North Indian, Chinese",1000.0,2
Koshe Kosha,Yes,4.0,572,Koramangala 1st Block,"Bengali, Seafood",600.0,2
Ghar Ka Khana,Yes,3.7,95,Koramangala 1st Block,North Indian,150.0,2
ReFresh Juice Junction,Yes,4.1,57,Koramangala 1st Block,"Juices, Fast Food",200.0,2
Hotel Dine City,Yes,3.5,83,HSR,"North Indian, South Indian, Chinese, Arabian",800.0,0
Foodiesthan,Yes,3.7,59,HSR,"Cafe, Fast Food, North Indian",600.0,2
Agarwal Food Service,Yes,3.5,16,HSR,"North Indian, Chinese, Biryani",400.0,0
Khichadiwala,Yes,3.9,15,HSR,North Indian,400.0,2
Bharat Kitchen,Yes,3.7,21,Koramangala 1st Block,"Bengali, Chinese, Continental, Mughlai, North Indian, Oriya",300.0,2
Sarvam,Yes,3.6,121,HSR,"South Indian, Chettinad, Chinese, North Indian, Andhra, Seafood",550.0,2
New Prashanth Hotel,Yes,3.1,53,HSR,"South Indian, Biryani, Chinese, North Indian",750.0,0
Kwality Cakes N Bakes,Yes,3.7,93,HSR,"Bakery, Desserts",350.0,2
Andhra Bhojanam,Yes,3.6,51,Bellandur,Andhra,400.0,2
Kalpanar Rannaghar,No,3.4,8,Ejipura,"North Indian, Bengali, Chinese",250.0,0
Imperio Cafe,No,3.9,22,Whitefield,"Cafe, Fast Food, Pizza, Burger, Beverages",200.0,2
NMR Multicuisine Restaurant,Yes,3.6,9,Electronic City,"North Indian, Chinese, Arabian, Juices",550.0,2
Samrudhi,No,2.9,18,Electronic City,"Andhra, Chinese, North Indian",450.0,0
Jiyo Natural,No,3.6,14,South Bangalore,"Healthy Food, North Indian",300.0,2
Delhi Home Food,No,3.3,5,Koramangala 1st Block,"North Indian, South Indian",200.0,0
Big Bowl Theory,No,3.1,27,Koramangala,Continental,400.0,0
FoodandSnack.com,No,3.3,8,Bommanahalli,"South Indian, North Indian",500.0,0
Eat N Drink,No,3.8,32,Bommanahalli,Fast Food,250.0,2
Burger Crush,No,3.2,4,Sarjapur Road,Fast Food,500.0,0
Hotel Thazooq,No,3.3,6,Koramangala 1st Block,"North Indian, Chinese, Biryani",350.0,0
Naani'z Biryani,No,3.3,6,Koramangala 1st Block,Biryani,300.0,0
Prakruthi Restaurant,No,3.2,4,Bommanahalli,"Andhra, North Indian",400.0,0
Foodys Adda,No,3.2,4,Bommanahalli,Fast Food,300.0,0
Spicy Hub,No,3.0,26,Bellandur,North Indian,400.0,0
Chillax,No,3.3,4,Bommanahalli,"Fast Food, Beverages",300.0,0
New Ambur Dum Biryani,No,3.2,7,Koramangala 1st Block,"Biryani, Kebab",200.0,0
Biryani House,No,3.2,8,Rammurthy Nagar,"Biryani, South Indian",150.0,0
Spice Resto,No,3.3,5,Bommanahalli,"Kerala, North Indian, Chinese",400.0,0
Aaharam,No,4.0,65,Koramangala 1st Block,"Chinese, North Indian",350.0,2
Homfrez.com,No,3.4,8,Koramangala 1st Block,"Biryani, Chettinad, Kerala, Maharashtrian, North Indian",400.0,0
The Alphaa,Yes,3.8,273,Bommanahalli,"Andhra, North Indian, Chinese, Biryani, Seafood",550.0,2
UBCR Cafe & Resto,No,3.6,17,HSR,"Cafe, Burger, Continental, Chinese",500.0,2
Hatti Punjab Di,Yes,3.9,226,Koramangala 1st Block,"North Indian, Chinese",250.0,2
Kerala Mess,Yes,3.4,19,Koramangala 1st Block,Kerala,200.0,0
Chaat Express,Yes,3.5,14,HSR,"Fast Food, North Indian",200.0,0
Samosa Singh,Yes,4.0,326,HSR,"Street Food, Fast Food, Rolls, Desserts",200.0,2
TRUE BLEU RESTO CAFE,Yes,4.2,70,HSR,"Pizza, Burger, Sandwich, Coffee, Desserts, Continental, Salad, Asian",400.0,2
Meeraa's Beegara Oota,Yes,3.8,258,HSR,"South Indian, Biryani, Chinese",550.0,2
Amrutha Grand Restaurant,Yes,3.2,204,Sarjapur Road,"North Indian, Biryani, Chinese",500.0,0
Sweet Chariot,Yes,3.6,27,Koramangala 1st Block,"Bakery, Fast Food",500.0,2
Northam's Pizza.Pita,Yes,4.1,671,HSR,"Italian, Pizza",450.0,2
Helloo Delhi,Yes,3.9,880,HSR,North Indian,1000.0,2
Nanda's,Yes,3.3,213,Sarjapur Road,"North Indian, Chinese, Andhra",600.0,0
Little Kitchen,Yes,3.6,82,Koramangala 1st Block,"Salad, Biryani, Chinese, North Indian, Kerala, Desserts, Seafood, South Indian",400.0,2
Subway,Yes,3.9,93,Sarjapur Road,"Salad, Fast Food",600.0,2
Poorvika Restro Cafe,Yes,3.7,76,HSR,"Chinese, North Indian",700.0,2
Tawa,Yes,3.4,25,Koramangala 1st Block,North Indian,200.0,0
Moti Mahal Delux,Yes,4.0,558,HSR,"North Indian, Mughlai",1000.0,2
Noon's,Yes,4.2,162,HSR,Biryani,300.0,2
Dreams Cafe - All Day English Food St.,Yes,3.8,231,Koramangala 1st Block,"Cafe, Continental, Burger",600.0,2
Kuttanadu,Yes,2.8,261,HSR,"Kerala, Chinese, Seafood, North Indian",700.0,0
Cinnamon,Yes,3.9,450,HSR,"North Indian, Chinese, Biryani",550.0,2
Carlos Cake Cafe,Yes,3.8,82,Sarjapur Road,"Bakery, Desserts",300.0,2
Chef Baker's,Yes,3.6,37,Koramangala 1st Block,Bakery,450.0,2
Mynutrikitchen,Yes,3.6,59,HSR,"North Indian, Healthy Food",300.0,2
HSR SLV Fast Food,Yes,3.7,34,HSR,"South Indian, Fast Food",200.0,2
Atithi,Yes,3.9,224,HSR,"North Indian, Chinese, Street Food",800.0,2
Baskin Robbins,Yes,3.7,42,HSR,"Ice Cream, Desserts",250.0,2
Cake Cafe,Yes,4.0,157,HSR,"Bakery, Desserts",300.0,2
Atithi Family Bar & Restaurant,Yes,3.6,31,Bellandur,"North Indian, South Indian, Andhra",500.0,2
Samaikya,Yes,3.9,533,HSR,"Andhra, Seafood, Biryani",900.0,2
Bindu Garden Bar & Restaurant,Yes,3.1,36,HSR,"North Indian, Chinese",550.0,0
Just Bake,Yes,3.6,18,HSR,"Bakery, Desserts",400.0,2
Rajtilak Sweets,Yes,2.8,20,Sarjapur Road,"Street Food, Fast Food, Mithai",250.0,0
The Litti Company,Yes,3.7,15,Koramangala 4th Block,Bihari,400.0,2
The Wok Shop,Yes,4.1,270,Koramangala 1st Block,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500.0,2
Once Upon A Flame,Yes,4.5,2068,HSR,"Steak, Continental, Burger, BBQ",1200.0,4
Lungees Foods,Yes,3.7,160,Sarjapur Road,Kerala,500.0,2
Pizza Hut,Yes,3.1,452,HSR,"Pizza, Fast Food",750.0,0
GKT Biryani World,Yes,3.7,83,HSR,"Biryani, Italian, BBQ",350.0,2
Tipsy Bull - The Bar Exchange,Yes,4.4,2206,Bellandur,"North Indian, Chinese, Continental, Mexican",1400.0,4
Banjara Melting Pot,Yes,4.2,767,Koramangala 4th Block,"North Indian, Chinese, Seafood",1700.0,1
Sri Vishnu Grand,Yes,3.8,135,Sarjapur Road,"South Indian, North Indian, Chinese",400.0,2
Dakshin Sagar,Yes,3.1,325,HSR,"South Indian, North Indian, Chinese, Street Food",400.0,0
The Rasaganga,Yes,3.9,163,HSR,"South Indian, North Indian, Chinese, Street Food",300.0,2
Rashtrakutas,Yes,4.0,402,HSR,"South Indian, Biryani, North Indian",800.0,2
Biriyaniz,Yes,3.4,301,HSR,"Biryani, North Indian, Chinese, Andhra",400.0,0
Caffe Pascucci,Yes,4.1,720,HSR,"Cafe, Continental, Pizza, Italian, Beverages",950.0,2
Shree Khana Khazana,Yes,3.9,356,HSR,"North Indian, Chinese, Rajasthani",450.0,2
Mangala Hotel,Yes,3.6,96,Koramangala 1st Block,"Kerala, Chinese, North Indian",300.0,2
Napoli Italian Bistro,Yes,4.1,1059,HSR,"Italian, Mexican, Continental, Pizza",1200.0,1
Sharaab Factory,Yes,3.9,392,Bellandur,"Biryani, North Indian",1500.0,1
Chowpatty,Yes,3.6,95,Koramangala 1st Block,"North Indian, Fast Food, Street Food",300.0,2
Healthy Sapiens,Yes,3.8,22,Frazer Town,"American, European, Healthy Food",300.0,2
Flavours Hut,Yes,3.5,8,HSR,"Kerala, North Indian, Chinese, Seafood",550.0,0
Burger Garden,Yes,3.4,7,South Bangalore,"Fast Food, Burger, Desserts, Cafe",300.0,0
Ambur Biryani Point,Yes,4.2,425,Koramangala 1st Block,"Biryani, Kebab",250.0,2
Paratha Plaza,Yes,3.1,82,HSR,North Indian,200.0,0
Cafe Mondo,Yes,3.6,484,HSR,"Cafe, Italian, Pizza, Chinese",700.0,2
Zoey's,Yes,4.3,895,Sarjapur Road,"Cafe, Italian, Continental, Burger",600.0,2
Goli Vada Pav No. 1,Yes,3.3,84,Bellandur,Street Food,200.0,0
Punjabi Home Made Food,Yes,3.4,5,Bellandur,North Indian,400.0,0
Corner Huts,Yes,3.8,30,Bellandur,"North Indian, Chinese, Biryani, South Indian",300.0,2
PSV's Andhra Paradise,Yes,3.5,117,HSR,"Andhra, Chinese, North Indian, Hyderabadi",600.0,0
SR Andhra Spicy House,Yes,3.8,240,Bommanahalli,Andhra,800.0,2
Phulke Ghar Ke,Yes,4.0,533,Bellandur,"North Indian, Chinese",300.0,2
RotiCurry,Yes,3.1,28,HSR,"Street Food, North Indian",300.0,0
Qube Cafe,Yes,4.2,166,Koramangala 4th Block,"Cafe, Desserts",700.0,2
Chaat Trail By Moti Mahal,Yes,3.9,46,HSR,"Street Food, Beverages, South Indian, North Indian, Ice Cream, Mithai, Rajasthani",300.0,2
Vintage Shack,Yes,3.9,161,HSR,"North Indian, Continental",900.0,2
Biriyani House,Yes,3.6,28,Bellandur,"Biryani, North Indian",400.0,2
UBQ by Barbeque Nation,Yes,3.5,5,Koramangala 1st Block,"North Indian, BBQ, Biryani, Kebab",450.0,0
Beijing Bites,Yes,3.9,400,HSR,"Chinese, Thai",850.0,2
FreshPhulka,Yes,3.8,24,HSR,North Indian,150.0,2
Curry Flavours,Yes,3.7,59,Sarjapur Road,"Tamil, South Indian, North Indian, Chinese",200.0,2
Punjabi Nukkad Pure Veg,Yes,4.0,768,HSR,"North Indian, Chinese, Juices",500.0,2
Oldtown Dilli,Yes,4.1,252,Koramangala 4th Block,"Mughlai, North Indian, Turkish, Afghan",750.0,2
Dhaba Bytes,Yes,4.1,131,HSR,North Indian,650.0,2
Mumbai Xpress,Yes,2.9,89,Bellandur,"Fast Food, Street Food",350.0,0
Reddy's Restaurant,Yes,3.7,141,HSR,"Andhra, Biryani, South Indian, Chinese",500.0,2
Rasoiya,Yes,3.5,43,Sarjapur Road,"North Indian, Chinese, Momos",450.0,0
Le Charcoal Xpress,Yes,4.0,164,HSR,"Arabian, BBQ, Rolls, Lebanese",500.0,2
Desserts Tree,Yes,3.8,86,Koramangala 1st Block,"Mithai, Desserts",100.0,2
Just Delhiwala,Yes,3.8,81,Bellandur,North Indian,300.0,2
Petoo,Yes,3.8,178,Koramangala 1st Block,"North Indian, Fast Food, Street Food",800.0,2
ReadyBowl,Yes,3.7,69,BTM,"Andhra, South Indian, North Indian, Biryani",400.0,2
Yum Kitchen,Yes,3.2,51,HSR,"North Indian, Chinese",600.0,0
Madeena Hotel,Yes,3.9,236,HSR,"North Indian, Mughlai, Biryani",400.0,2
Hyderabad Biryaani Home,Yes,3.0,137,South Bangalore,"North Indian, Hyderabadi, Chinese",650.0,0
Mint Spice CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Restaurant,Yes,3.0,12,Bellandur,"North Indian, Chinese",500.0,0
Mumbai Kulfi,Yes,4.0,92,HSR,Ice Cream,100.0,2
New Delicacy,Yes,3.7,86,HSR,"Chinese, Thai, Momos",500.0,2
Savoury Restaurant,Yes,2.9,827,Sarjapur Road,"Arabian, North Indian, Chinese, Kerala, Seafood, Biryani",800.0,0
Angiie's Cafe,Yes,3.7,29,Sarjapur Road,"Burger, Fast Food",450.0,2
Cafe Madhura,Yes,3.8,59,HSR,South Indian,200.0,2
Hotel Archana Grand,Yes,3.5,22,Bommanahalli,"Chinese, North Indian",500.0,0
Broadway - The Gourmet Theatre,Yes,4.2,1148,HSR,"Japanese, North Indian, Italian, Korean, Mexican, Thai",1800.0,1
Spicy Kitchen,Yes,3.7,62,HSR,"Andhra, North Indian",500.0,2
Indian Paratha Factory,Yes,2.7,140,HSR,North Indian,250.0,0
Royal View Restaurant,Yes,3.7,26,BTM,"North Indian, Chinese, Arabian",700.0,2
Ice Treat,Yes,3.8,43,HSR,"Juices, Ice Cream",200.0,2
Little Italy,Yes,4.3,715,Sarjapur Road,"Italian, Pizza",1500.0,1
Cane Crussh,Yes,3.7,15,Koramangala 6th Block,Juices,100.0,2
Ooty Chocolates,Yes,3.3,9,Sarjapur Road,Desserts,300.0,0
Bawarchi Khaana,Yes,3.3,56,Bellandur,"North Indian, Chinese",600.0,0
Pop Hop,Yes,4.0,57,Bellandur,"Ice Cream, Desserts",300.0,2
Khan Saheb Grills And Rolls,Yes,3.2,135,Sarjapur Road,"Biryani, Fast Food, Rolls",400.0,0
South Tiffins,Yes,3.6,144,HSR,South Indian,150.0,2
Chaai Resto,Yes,3.9,92,HSR,"Tea, Beverages, Fast Food",250.0,2
Parisar Veg Restaurant,Yes,3.6,65,Bommanahalli,"Chinese, North Indian, South Indian",400.0,2
Hotel Reddy Bhavan,Yes,3.4,11,HSR,"Biryani, North Indian, Chinese, Andhra",300.0,0
Swad 'E' Punjab,Yes,3.6,49,HSR,"North Indian, Chinese, Mughlai",500.0,2
Hotel Shreekshetra,Yes,3.6,10,Sarjapur Road,"North Indian, Chinese",300.0,2
Shekhawati Restaurant,Yes,3.7,63,Sarjapur Road,North Indian,300.0,2
Oregano Pizzeria,Yes,3.7,53,Koramangala 4th Block,"Cafe, Italian, Pizza",450.0,2
Chakh Le india,Yes,3.2,6,Bommanahalli,"North Indian, Chinese",250.0,0
South Side Grill,Yes,3.5,14,HSR,"Mughlai, North Indian, Andhra",600.0,0
Zero Kelvin,Yes,4.3,169,Koramangala 4th Block,"Desserts, Beverages",450.0,2
Oz Pies,Yes,3.8,37,Bellandur,"Australian, Continental",400.0,2
Meghana Biryani,Yes,2.3,235,Bellandur,North Indian,800.0,0
Mealer.in,Yes,3.9,432,Sarjapur Road,"North Indian, Biryani",450.0,2
Punjabi Handi,Yes,2.9,19,HSR,"North Indian, Chinese",400.0,0
Rajesh Restaurant,Yes,3.5,59,HSR,"North Indian, Chinese, South Indian, Continental",700.0,0
Paratha Treat,Yes,3.6,51,Bellandur,North Indian,200.0,2
Feaster,Yes,3.8,88,HSR,"Continental, Asian, Chinese, Italian, North Indian",600.0,2
That Garage Cafe,Yes,3.1,101,HSR,"Cafe, Italian, Continental, European, Biryani, Chinese",650.0,0
Cake Dilim,Yes,3.7,90,HSR,"Bakery, Desserts",400.0,2
Filmy Kitchen,Yes,3.7,182,Bellandur,"North Indian, South Indian, Italian, Chinese, Fast Food",400.0,2
Detox Kitchen,Yes,3.1,9,HSR,"Healthy Food, Beverages, Salad",500.0,0
Homifoo,Yes,3.5,11,HSR,North Indian,300.0,0
Kettle & Kegs,Yes,3.3,9,Sarjapur Road,"Tea, Beverages",200.0,0
What's Cooking,Yes,3.1,35,HSR,North Indian,300.0,0
Intriicake,Yes,3.8,34,HSR,"Bakery, Desserts, Italian, North Indian, Fast Food",350.0,2
Pizza Cart,Yes,3.8,80,HSR,Pizza,800.0,2
Zaikedar Kitchen,Yes,3.2,17,HSR,North Indian,400.0,0
Keep It Straight Cafe,Yes,3.9,202,HSR,"Cafe, North Indian, Fast Food",500.0,2
Meat and Eat,Yes,3.5,59,HSR,"Fast Food, Burger",500.0,0
Pakiza Dilli Darbar Restaurant,Yes,3.2,13,BTM,Biryani,300.0,0
Malabar Mandra,Yes,3.6,45,Koramangala 1st Block,"Kerala, Chinese",700.0,2
M World Cafe,Yes,3.5,14,Koramangala 1st Block,Cafe,500.0,0
Om Sai Baba Mess,Yes,3.1,11,HSR,South Indian,250.0,0
The Sandwich Club,Yes,3.9,88,HSR,Fast Food,250.0,2
Ibaco,Yes,4.0,59,HSR,Desserts,300.0,2
China On My Plate,Yes,2.8,23,Bellandur,Chinese,800.0,0
BIB - Breakfast in the Box,Yes,3.8,212,HSR,"American, Sandwich",600.0,2
Drunken Monkey,Yes,4.0,120,HSR,"Beverages, Fast Food",400.0,2
Golden China,Yes,3.6,22,Koramangala 1st Block,Chinese,300.0,2
Fresh Bites,Yes,3.3,16,Koramangala 1st Block,"Italian, Fast Food",400.0,0
Aroma Fine Dine,Yes,4.0,127,HSR,"North Indian, Mughlai, Chinese, South Indian",900.0,2
HSR Agarval Bhavan,Yes,3.2,68,HSR,"South Indian, Street Food, Fast Food, Desserts, Beverages",400.0,0
Chaiwala,Yes,3.1,53,Koramangala 1st Block,Fast Food,100.0,0
Ramji Chaiwale,Yes,3.8,93,Koramangala 1st Block,"Beverages, Fast Food",250.0,2
Fun Kitchen,Yes,3.8,89,HSR,"North Indian, Chinese, Fast Food",400.0,2
The French Loaf,Yes,3.1,15,HSR,"Bakery, Desserts, Sandwich",400.0,0
Kor Cafe,Yes,3.8,36,Koramangala 1st Block,Kerala,300.0,2
Madurai Meenakshi Vilas,Yes,3.6,27,Bellandur,South Indian,300.0,2
Shudh Desi Khana,Yes,3.5,18,Koramangala 1st Block,"North Indian, Chinese",200.0,0
Biryani House,Yes,3.5,12,Bellandur,"Andhra, Biryani, Chinese, North Indian",600.0,0
The Biryani Palace,Yes,3.0,12,HSR,"Biryani, Andhra",500.0,0
Wow Vada Pav,No,3.7,40,HSR,"Street Food, Burger, Fast Food",150.0,2
